,STATE,STATEFP,COUNTYFP,COUNTYNAME,COUSUBFP,COUSUBNS,COUSUBNAME,CLASSFP,FUNCSTAT,PENN_DOT_MUNI_ID,POPULATION,BIKE_TO_WORK_EST,BIKE_TO_WORK_MARG,WALK_TO_WORK_EST,WALK_TO_WORK_MARG,DRIVE_SOLO_TO_WORK_EST,DRIVE_SOLO_TO_WORK_MARG,CARPOOL_TO_WORK_EST,CARPOOL_TO_WORK_MARG,PUBTRANS_TO_WORK_EST,PUBTRANS_TO_WORK_MARG,AUTOMOBILE_COUNT,BICYCLE_BY_AUTO_COUNT,BICYCLE_DEATH_BY_AUTO_COUNT,BICYCLE_SUSP_SERIOUS_INJ_BY_AUTO_COUNT,PED_BY_AUTO_COUNT,PED_DEATH_BY_AUTO_COUNT,PED_SUSP_SERIOUS_INJ_BY_AUTO_COUNT,BICYCLE_SOLO_COUNT,BICYCLE_DEATH_SOLO_COUNT,BICYCLE_SUSP_SERIOUS_INJ_SOLO_COUNT,PED_SOLO_COUNT,PED_DEATH_SOLO_COUNT,PED_SUSP_SERIOUS_INJ_SOLO_COUNT,TOTAL_BICYCLE_BY_AUTO_COUNT,TOTAL_PED_BY_AUTO_COUNT,TOTAL_BICYCLE_SOLO_COUNT,TOTAL_PED_SOLO_COUNT
90,PA,42,017,BUCKS COUNTY,54192,01216025,NEWTOWN TOWNSHIP,T1,A,9216,19800,29,32,96,72,7919,546,585,223,230,77,13.0,4.0,0.0,1.0,9.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0
91,PA,42,097,NORTHUMBERLAND COUNTY,75304,01215519,SUNBURY CITY,C5,F,49302,9729,28,25,262,111,3078,397,597,176,12,15,6.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0
92,PA,42,091,MONTGOMERY COUNTY,83912,01216883,WEST POTTSGROVE TOWNSHIP,T1,A,46112,3805,27,29,32,37,1828,174,149,68,0,11,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,PA,42,029,CHESTER COUNTY,85352,01216199,WILLISTOWN TOWNSHIP,T1,A,15256,11184,27,29,69,54,4040,301,180,87,162,71,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,3.0
94,PA,42,119,UNION COUNTY,43368,01217134,LIMESTONE TOWNSHIP,T1,A,59207,1659,27,17,11,10,532,87,81,28,0,11,,,,,,,,1.0,0.0,2.0,2.0,0.0,0.0,,,2.0,0.0
95,PA,42,003,ALLEGHENY COUNTY,61536,01217440,PLUM BOROUGH,C5,F,2466,27123,27,41,62,62,10873,724,1002,275,308,145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
96,PA,42,039,CRAWFORD COUNTY,72840,01216317,SPRING TOWNSHIP,T1,A,20223,1353,27,19,20,11,455,81,47,24,1,2,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
97,PA,42,045,DELAWARE COUNTY,62792,01215192,PROSPECT PARK BOROUGH,C5,F,23419,6414,27,44,124,109,2857,505,330,211,190,142,4.0,0.0,0.0,0.0,3.0,0.0,2.0,,,,,,,0.0,2.0,,
98,PA,42,041,CUMBERLAND COUNTY,58824,01216343,PENN TOWNSHIP,T1,A,21210,2888,27,16,37,26,1037,135,157,57,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
99,PA,42,133,YORK COUNTY,83432,01215765,WEST MANCHESTER TOWNSHIP,T1,A,66231,19147,26,22,79,78,8031,622,820,307,0,18,13.0,2.0,0.0,1.0,11.0,1.0,0.0,4.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0
100,PA,42,109,SNYDER COUNTY,59504,01217036,PERRY TOWNSHIP,T1,A,54210,2177,26,32,22,17,844,169,119,58,0,11,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0
101,PA,42,071,LANCASTER COUNTY,79080,01216646,UPPER LEACOCK TOWNSHIP,T1,A,36234,8930,26,30,175,69,2642,320,532,189,6,11,5.0,3.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0,6.0,1.0,2.0,0.0,1.0,2.0,3.0
102,PA,42,031,CLARION COUNTY,50464,01216212,MONROE TOWNSHIP,T1,A,16213,1351,26,29,3,4,482,86,35,20,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
103,PA,42,043,DAUPHIN COUNTY,79216,01216370,UPPER PAXTON TOWNSHIP,T1,A,22216,4028,25,41,52,36,1146,279,238,106,7,11,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
104,PA,42,071,LANCASTER COUNTY,47424,01215342,MARIETTA BOROUGH,C5,F,36411,2694,25,25,41,22,1011,128,63,32,10,14,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,
105,PA,42,071,LANCASTER COUNTY,23016,01215337,ELIZABETHTOWN BOROUGH,C5,F,36407,11574,25,27,574,168,4486,499,454,223,20,34,12.0,2.0,0.0,2.0,10.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0
106,PA,42,077,LEHIGH COUNTY,72632,01216695,SOUTH WHITEHALL TOWNSHIP,T1,A,39103,20898,25,29,98,61,7430,541,548,279,25,36,13.0,5.0,0.0,0.0,8.0,1.0,1.0,5.0,0.0,1.0,9.0,3.0,2.0,0.0,2.0,1.0,5.0
107,PA,42,029,CHESTER COUNTY,82544,01216186,WEST BRADFORD TOWNSHIP,T1,A,15243,14207,25,39,0,18,5385,565,319,127,216,102,6.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,PA,42,071,LANCASTER COUNTY,00540,01215332,AKRON BOROUGH,C5,F,36402,4132,24,36,126,62,1770,169,135,64,2,5,2.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,
109,PA,42,081,LYCOMING COUNTY,52264,01215424,MUNCY BOROUGH,C5,F,41406,2614,24,26,49,30,1003,194,111,78,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
110,PA,42,007,BEAVER COUNTY,13488,01215869,CHIPPEWA TOWNSHIP,T1,A,4203,7983,24,37,32,34,3157,339,52,50,57,60,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111,PA,42,049,ERIE COUNTY,22608,01215207,EDINBORO BOROUGH,C5,F,25404,5097,24,32,403,265,1461,308,187,112,0,16,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0
112,PA,42,029,CHESTER COUNTY,60120,01215076,PHOENIXVILLE BOROUGH,C5,F,15411,18437,24,42,238,127,7692,594,760,260,42,45,15.0,6.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,14.0,1.0,1.0,0.0,2.0,0.0,2.0
113,PA,42,071,LANCASTER COUNTY,21344,01216626,EAST LAMPETER TOWNSHIP,T1,A,36215,17696,23,28,232,131,6739,576,946,291,57,53,14.0,2.0,0.0,1.0,14.0,1.0,3.0,2.0,1.0,0.0,16.0,4.0,4.0,1.0,4.0,1.0,8.0
114,PA,42,029,CHESTER COUNTY,82936,01216189,WEST FALLOWFIELD TOWNSHIP,T1,A,15246,2489,23,39,63,32,882,171,114,73,0,11,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0
115,PA,42,115,SUSQUEHANNA COUNTY,08648,01217078,BRIDGEWATER TOWNSHIP,T1,A,57204,2602,23,34,15,22,812,158,118,73,0,11,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,,,1.0,0.0
116,PA,42,077,LEHIGH COUNTY,23584,01215376,EMMAUS BOROUGH,C5,F,39405,11589,23,37,21,22,5398,503,433,212,1,2,7.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0
117,PA,42,027,CENTRE COUNTY,32792,01216127,HARRIS TOWNSHIP,T1,A,14210,5907,23,37,40,47,2314,235,107,95,59,83,3.0,2.0,0.0,1.0,1.0,0.0,0.0,,,,,,,1.0,0.0,,
118,PA,42,119,UNION COUNTY,42960,01217133,LEWIS TOWNSHIP,T1,A,59206,1716,23,19,6,8,560,97,169,106,4,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,PA,42,091,MONTGOMERY COUNTY,41432,01215473,LANSDALE BOROUGH,C5,F,46411,18509,23,22,471,166,7490,465,879,257,354,126,33.0,7.0,0.0,0.0,27.0,0.0,3.0,1.0,0.0,0.0,17.0,0.0,2.0,0.0,3.0,0.0,2.0
120,PA,42,079,LUZERNE COUNTY,52584,01215400,NANTICOKE CITY,C5,F,40302,10588,22,31,162,88,3760,355,399,125,74,45,8.0,1.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0
121,PA,42,003,ALLEGHENY COUNTY,32832,01215809,HARRISON TOWNSHIP,T1,A,2106,10186,22,23,164,84,3890,332,442,125,36,34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0
122,PA,42,091,MONTGOMERY COUNTY,35808,01216856,HORSHAM TOWNSHIP,T1,A,46204,26503,22,34,176,119,11396,628,756,261,558,228,12.0,2.0,0.0,1.0,10.0,0.0,4.0,2.0,0.0,0.0,15.0,1.0,1.0,1.0,4.0,0.0,2.0
123,PA,42,011,BERKS COUNTY,85720,01215954,WINDSOR TOWNSHIP,T1,A,6244,2490,22,34,14,12,1065,119,90,40,6,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
124,PA,42,091,MONTGOMERY COUNTY,79176,01216879,UPPER MORELAND TOWNSHIP,T1,A,46110,25863,22,22,184,82,10359,534,1106,294,488,158,7.0,1.0,0.0,1.0,6.0,0.0,2.0,4.0,0.0,1.0,17.0,2.0,3.0,1.0,2.0,1.0,5.0
125,PA,42,091,MONTGOMERY COUNTY,12968,01216851,CHELTENHAM TOWNSHIP,T1,A,46102,37331,21,23,601,214,12156,781,1295,269,2600,342,41.0,5.0,0.0,0.0,38.0,0.0,3.0,3.0,0.0,1.0,51.0,1.0,3.0,0.0,3.0,1.0,4.0
126,PA,42,041,CUMBERLAND COUNTY,11000,01215146,CAMP HILL BOROUGH,C5,F,21401,8115,21,23,137,71,2851,252,357,161,23,21,8.0,2.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
127,PA,42,063,INDIANA COUNTY,84472,01216553,WHITE TOWNSHIP,T1,A,32223,15249,21,36,357,149,4920,458,506,178,49,71,7.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0
128,PA,42,129,WESTMORELAND COUNTY,41680,01215705,LATROBE BOROUGH,C5,F,64412,8058,21,25,207,109,3300,473,612,208,18,26,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,2.0
129,PA,42,043,DAUPHIN COUNTY,36232,01215164,HUMMELSTOWN BOROUGH,C5,F,22407,4522,21,32,18,27,2008,234,272,130,120,116,2.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,0.0,1.0,,
130,PA,42,077,LEHIGH COUNTY,79288,01216698,UPPER SAUCON TOWNSHIP,T1,A,39211,16863,21,26,71,56,6819,406,599,278,28,37,5.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
131,PA,42,125,WASHINGTON COUNTY,81328,01215680,WASHINGTON CITY,C5,F,62302,13322,20,22,778,209,4349,379,654,209,35,27,13.0,1.0,0.0,1.0,13.0,3.0,1.0,2.0,0.0,1.0,16.0,1.0,3.0,1.0,4.0,1.0,4.0
132,PA,42,065,JEFFERSON COUNTY,62920,01215301,PUNXSUTAWNEY BOROUGH,C5,F,33406,5793,20,30,208,104,1805,253,147,76,80,111,3.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,3.0
133,PA,42,029,CHESTER COUNTY,77344,01216178,TREDYFFRIN TOWNSHIP,T1,A,15236,31596,20,31,160,84,10097,658,829,308,984,194,14.0,2.0,0.0,0.0,13.0,3.0,1.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0
134,PA,42,003,ALLEGHENY COUNTY,22520,01214791,EDGEWOOD BOROUGH,C5,F,2426,3129,20,20,50,30,1155,112,173,60,209,67,5.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
135,PA,42,029,CHESTER COUNTY,20824,01216146,EAST BRADFORD TOWNSHIP,T1,A,15203,10275,20,29,247,120,4030,337,222,120,28,32,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
136,PA,42,003,ALLEGHENY COUNTY,03320,01214763,ASPINWALL BOROUGH,C5,F,2401,2901,20,25,37,43,1009,155,68,60,112,62,2.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,1.0,1.0,,
137,PA,42,091,MONTGOMERY COUNTY,59392,01216868,PERKIOMEN TOWNSHIP,T1,A,46213,8991,19,15,8,13,3403,298,211,96,24,25,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
138,PA,42,017,BUCKS COUNTY,54184,01214973,NEWTOWN BOROUGH,C5,F,9412,2137,19,18,81,60,755,160,13,14,20,16,6.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
139,PA,42,027,CENTRE COUNTY,15136,01216121,COLLEGE TOWNSHIP,T1,A,14204,10697,19,27,138,92,3646,367,440,170,153,79,10.0,3.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
140,PA,42,095,NORTHAMPTON COUNTY,57672,01216907,PALMER TOWNSHIP,T1,A,48212,22133,19,30,103,86,9779,626,676,257,142,77,13.0,3.0,0.0,0.0,11.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,2.0
141,PA,42,043,DAUPHIN COUNTY,49680,01215166,MILLERSBURG BOROUGH,C5,F,22410,2543,19,24,66,40,1013,117,175,79,0,11,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
142,PA,42,079,LUZERNE COUNTY,22672,01215387,EDWARDSVILLE BOROUGH,C5,F,40408,4913,19,30,85,94,1739,224,105,93,32,39,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
143,PA,42,027,CENTRE COUNTY,58800,01216134,PENN TOWNSHIP,T1,A,14217,1221,19,19,19,16,364,72,85,39,0,11,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
144,PA,42,029,CHESTER COUNTY,61800,01216173,POCOPSON TOWNSHIP,T1,A,15231,4452,18,26,0,11,829,125,10,11,20,17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,PA,42,091,MONTGOMERY COUNTY,15848,01215467,CONSHOHOCKEN BOROUGH,C5,F,46405,9104,18,22,141,68,4645,484,211,131,293,125,6.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0
146,PA,42,071,LANCASTER COUNTY,23832,01215338,EPHRATA BOROUGH,C5,F,36408,13767,18,26,165,92,5871,421,798,218,16,18,24.0,7.0,0.0,0.0,17.0,0.0,4.0,2.0,0.0,0.0,13.0,2.0,2.0,0.0,4.0,0.0,4.0
147,PA,42,107,SCHUYLKILL COUNTY,76032,01215571,TAMAQUA BOROUGH,C5,F,53428,6940,18,27,310,175,2419,304,399,138,26,32,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,2.0,0.0,3.0
148,PA,42,075,LEBANON COUNTY,37392,01216675,JACKSON TOWNSHIP,T1,A,38205,9218,18,29,34,36,3248,325,474,169,0,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
149,PA,42,003,ALLEGHENY COUNTY,46256,01214807,MCKEESPORT CITY,C5,F,2304,17935,18,29,445,174,4497,601,720,246,801,200,39.0,1.0,0.0,0.0,37.0,1.0,9.0,2.0,0.0,0.0,23.0,2.0,4.0,0.0,10.0,0.0,6.0
150,PA,42,011,BERKS COUNTY,17720,01215921,CUMRU TOWNSHIP,T1,A,6103,15595,18,30,115,97,5999,473,572,255,93,98,12.0,2.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,0.0,3.0
151,PA,42,003,ALLEGHENY COUNTY,69776,01214826,SHARPSBURG BOROUGH,C5,F,2461,3214,18,20,93,102,782,163,230,140,59,60,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,PA,42,071,LANCASTER COUNTY,67568,01216644,SALISBURY TOWNSHIP,T1,A,36232,11491,18,19,290,128,2552,352,1436,277,86,55,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,7.0,0.0,3.0,1.0,1.0,1.0,3.0
153,PA,42,017,BUCKS COUNTY,86920,01214983,YARDLEY BOROUGH,C5,F,9422,2585,18,27,116,83,892,122,104,78,50,50,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
154,PA,42,029,CHESTER COUNTY,84104,01216196,WESTTOWN TOWNSHIP,T1,A,15255,11137,18,31,102,57,4122,358,228,111,34,35,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
155,PA,42,095,NORTHAMPTON COUNTY,06096,01216897,BETHLEHEM TOWNSHIP,T1,A,48101,25662,18,27,183,119,10788,513,591,206,219,102,16.0,6.0,1.0,2.0,9.0,0.0,4.0,4.0,0.0,1.0,7.0,0.0,2.0,3.0,4.0,1.0,2.0
156,PA,42,111,SOMERSET COUNTY,15568,01217046,CONEMAUGH TOWNSHIP,T1,A,55205,6800,17,26,15,27,2661,324,121,88,0,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
157,PA,42,041,CUMBERLAND COUNTY,70360,01216344,SHIPPENSBURG TOWNSHIP,T1,A,21211,4328,17,29,418,135,1133,180,74,49,73,60,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
158,PA,42,063,INDIANA COUNTY,12040,01216538,CENTER TOWNSHIP,T1,A,32208,4461,17,28,85,63,1648,288,226,166,41,69,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,0.0,1.0,,
159,PA,42,003,ALLEGHENY COUNTY,11336,01214778,CARNEGIE BOROUGH,C5,F,2415,8100,17,21,166,104,3072,311,297,117,368,120,3.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,2.0,0.0,3.0
160,PA,42,133,YORK COUNTY,85736,01217312,WINDSOR TOWNSHIP,T1,A,66233,17798,17,28,0,18,8018,528,915,283,0,18,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
161,PA,42,013,BLAIR COUNTY,78168,01214946,TYRONE BOROUGH,C5,F,7407,5473,17,26,88,57,2030,224,463,186,0,16,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
162,PA,42,123,WARREN COUNTY,81000,01215648,WARREN CITY,C5,F,61301,9363,17,21,338,129,3219,334,496,166,80,81,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
163,PA,42,077,LEHIGH COUNTY,79160,01216697,UPPER MILFORD TOWNSHIP,T1,A,39210,7762,17,21,142,157,3181,271,174,81,8,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
164,PA,42,037,COLUMBIA COUNTY,07128,01215124,BLOOMSBURG TOWN,C5,F,19501,12850,17,27,351,116,3647,472,466,254,47,57,18.0,2.0,0.0,0.0,18.0,0.0,5.0,2.0,0.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,5.0
165,PA,42,079,LUZERNE COUNTY,45568,01215399,LUZERNE BOROUGH,C5,F,40418,2721,17,27,54,41,1104,157,104,88,0,11,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
166,PA,42,011,BERKS COUNTY,65320,01215944,ROBESON TOWNSHIP,T1,A,6233,7527,16,25,84,67,3088,328,246,137,1,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
167,PA,42,079,LUZERNE COUNTY,61648,01215406,PLYMOUTH BOROUGH,C5,F,40422,5765,16,23,80,55,2381,248,242,123,53,39,5.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0
168,PA,42,075,LEBANON COUNTY,54928,01216678,NORTH CORNWALL TOWNSHIP,T1,A,38208,8488,16,22,60,50,3268,297,227,92,7,10,4.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,3.0
169,PA,42,079,LUZERNE COUNTY,61048,01215405,PITTSTON CITY,C5,F,40303,7589,16,23,96,50,2652,307,376,93,48,35,11.0,2.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0
170,PA,42,045,DELAWARE COUNTY,78776,01216395,UPPER CHICHESTER TOWNSHIP,T1,A,23110,16806,16,25,93,71,6964,386,610,222,105,67,19.0,3.0,0.0,0.0,14.0,1.0,2.0,3.0,0.0,1.0,11.0,0.0,2.0,0.0,3.0,1.0,2.0
171,PA,42,055,FRANKLIN COUNTY,63200,01216469,QUINCY TOWNSHIP,T1,A,28211,5547,16,25,300,259,1268,385,107,70,0,16,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
172,PA,42,105,POTTER COUNTY,16448,01215537,COUDERSPORT BOROUGH,C5,F,52402,2452,15,15,116,67,745,127,62,29,0,11,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
173,PA,42,055,FRANKLIN COUNTY,02696,01216459,ANTRIM TOWNSHIP,T1,A,28201,15601,15,27,29,41,6417,476,553,212,33,44,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0
174,PA,42,077,LEHIGH COUNTY,67576,01216694,SALISBURY TOWNSHIP,T1,A,39101,13645,15,25,35,23,5522,366,261,122,34,44,11.0,2.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
175,PA,42,003,ALLEGHENY COUNTY,64528,01215826,RICHLAND TOWNSHIP,T1,A,2217,11818,15,25,15,22,4604,462,251,123,48,56,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
176,PA,42,055,FRANKLIN COUNTY,71912,01216471,SOUTHAMPTON TOWNSHIP,T1,A,28213,8450,15,20,80,68,2839,490,460,195,0,16,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,PA,42,003,ALLEGHENY COUNTY,84512,01214840,WHITEHALL BOROUGH,C5,F,2476,14882,15,25,103,107,4955,488,768,237,293,98,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0
178,PA,42,013,BLAIR COUNTY,00852,01215956,ALLEGHENY TOWNSHIP,T1,A,7201,6561,15,22,32,33,2113,236,140,83,33,47,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0
179,PA,42,049,ERIE COUNTY,41984,01216417,LAWRENCE PARK TOWNSHIP,T1,A,25101,3833,15,25,116,90,1380,246,138,107,7,12,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
180,PA,42,033,CLEARFIELD COUNTY,20136,01215099,DUBOIS CITY,C5,F,17301,7548,15,22,261,144,2918,231,124,105,41,46,11.0,5.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,2.0
181,PA,42,045,DELAWARE COUNTY,48480,01215187,MEDIA BOROUGH,C5,F,23414,5832,14,22,196,88,2309,268,416,250,246,100,12.0,1.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0,2.0
182,PA,42,017,BUCKS COUNTY,08760,01214962,BRISTOL BOROUGH,C5,F,9401,9847,14,23,172,108,3933,381,448,176,70,47,18.0,3.0,1.0,1.0,13.0,3.0,3.0,2.0,0.0,0.0,9.0,3.0,2.0,2.0,6.0,0.0,5.0
183,PA,42,091,MONTGOMERY COUNTY,62416,01215478,POTTSTOWN BOROUGH,C5,F,46416,23282,14,20,428,158,8471,532,1059,288,253,99,75.0,19.0,0.0,4.0,54.0,2.0,6.0,7.0,0.0,1.0,29.0,2.0,9.0,4.0,8.0,1.0,11.0
184,PA,42,091,MONTGOMERY COUNTY,02264,01215463,AMBLER BOROUGH,C5,F,46401,6747,14,22,221,139,2455,306,311,177,98,52,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
185,PA,42,081,LYCOMING COUNTY,45224,01216755,LOYALSOCK TOWNSHIP,T1,A,41219,11482,14,19,61,71,3942,397,268,161,22,27,9.0,3.0,0.0,0.0,6.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
